"outcome_concept_id","pt"
35327943,"Radical orchidectomy"
35328040,"HCoV-NL63 infection"
37178469,"Rest regimen"
788766,"Multipathogen PCR test positive"
37178266,"Puncture site discolouration"
37521274,"Middle ear prosthesis insertion"
37178119,"Latex-fruit syndrome"
35305652,"Rectal atresia"
37521404,"Suprapubic prostatectomy"
35909637,"Benign biliary neoplasm"
1199863,"Solid organ transplant"
37178132,"Chronic traumatic encephalopathy"
42622866,"Heart transplant failure"
42622632,"Proton radiation therapy"
37178961,"Bone growth stimulation"
37177719,"Capripox viral infection"
37178843,"Capripoxvirus test"
45886389,"Cardiopulmonary exercise test"
45886390,"Cardiopulmonary exercise test normal"
37178654,"Computerised tomogram oesophagus abnormal"
35305809,"Congenital carnitine deficiency"
37179100,"Dry needling"
36255675,"Failed back surgery syndrome"
37178916,"Fasciola test positive"
37178371,"Goniosynechialysis"
37178717,"Hypertrophic neuropathy"
37178860,"Liver hernia"
37179134,"Localised lipodystrophy"
37178432,"Lumbar canal recalibration"
37177713,"Lyme arthritis"
37178531,"Macrodontia"
37178520,"Macular hypoplasia"
37178549,"Macular pneumatic displacement"
37178496,"Magnetic resonance imaging larynx"
37179306,"Magnetic resonance imaging pelvic"
37522203,"Magnetic therapy"
37178779,"Mainzer-Saldino syndrome"
37178805,"Mandibular arch expansion"
37178406,"Marshall-White syndrome"
37178754,"Maternal-foetal therapy"
37179061,"Maternal disease complicating pregnancy"
37178790,"Maxillary expansion"
37178770,"Megalencephaly"
37178906,"Methylmalonic acidaemia"
37178532,"Microdontia"
37178811,"Microneedling"
37179274,"Minimally invasive osteosynthesis"
37179296,"Mitral valve dysplasia"
37178737,"Moisture-associated skin damage"
37178551,"Monkeypox immunisation"
37179169,"Morel-Lavellee seroma"
37179081,"Muenke syndrome"
37178349,"Myelodysplastic syndrome with ringed sideroblasts"
37178625,"Myofunctional therapy"
37178568,"N-telopeptide abnormal"
37178570,"N-telopeptide decreased"
37178571,"N-telopeptide increased"
37178569,"N-telopeptide normal"
37178715,"Nail dysplasia"
37178318,"Nanoparticle toxicity"
37179203,"Neonatal pulmonary hypertension"
37178755,"Neurodevelopmental delay"
37179276,"Neuroglial cyst"
37178869,"Nicotine allergy"
37178455,"Nocturnal hypoventilation"
37178902,"Non-epileptic paroxysmal event"
37179094,"NTRK gene amplification"
37177709,"NTRK gene fusion cancer"
37179093,"NTRK gene fusion negative"
37179095,"NTRK gene fusion positive"
37179092,"NTRK gene fusion test"
37178607,"Nucleic acid test positive"
37177706,"Ocular vaccinia virus infection"
37178744,"Oculocerebrocutaneous syndrome"
37178748,"Oesophageal wall hypertrophy"
37178556,"Oligodontia"
37179259,"Omental torsion"
1199005,"Oncotype test"
37178567,"Orthobiologic treatment"
37178415,"Otolaryngoscopy"
37178357,"Oxygen combining power decreased"
37178992,"Palatal obturator"
37178399,"Palatal perforation"
37178632,"Paramyotonia congenita"
37521644,"Paraovarian cystectomy"
37178874,"PCSK9 gene mutation"
37178403,"Pemphigoid antibody panel"
37178739,"Penile cyst"
37178400,"Penile pigmentation"
37178630,"Periapical disease"
37177742,"Periodontic-endodontic disease"
37178361,"Peripheral blood mononuclear cell apheresis"
37180133,"Peritoneal washing"
37179166,"Perlman syndrome"
37177721,"Pertussis-like syndrome"
37178682,"Pharyngography"
37178769,"Piezogenic papules"
37179277,"Pinprick test"
37178925,"Pituitary stalk interruption syndrome"
37178379,"Placental oedema"
37178437,"Platypnoea-orthodeoxia syndrome"
37178736,"Poirier-Bienvenu neurodevelopmental syndrome"
37178319,"Positron emission tomogram prostate"
1200522,"Post breast therapy pain syndrome"
37177699,"Post procedural meningitis"
37178677,"Post vaccination fever"
37178721,"Posterior pituitary injection"
37177701,"Proctitis viral"
37178456,"Prostate massage"
37177733,"Prostate sarcoma"
37178587,"Prostatic artery embolisation"
37178908,"Prurigo of pregnancy"
37179218,"Pseudo-heparin resistance"
37177730,"Pseudo Richter's syndrome"
37179303,"Psychiatric care"
35327284,"Psychogenic blindness"
37178857,"Pulmonary artery stent insertion"
37178542,"Pulmonary tractotomy"
37178703,"Punctoplasty"
37178641,"Pupillary capture"
37179045,"Rabson Mendenhall syndrome"
37178688,"Radiation induced encephalopathy"
37179255,"Rapadilino syndrome"
37178732,"Rectal neoplasm excision"
37179189,"Reduced parasympathetic activity"
37179248,"Restless leg augmentation syndrome"
37178826,"Retrobulbar oedema"
37177726,"Rhizobium radiobacter bacteraemia"
37179216,"Right-handedness"
37178431,"S100 protein increased"
37177716,"Sclerosing epithelioid fibrosarcoma"
37179226,"Scrotolith"
37177712,"Secretory breast carcinoma"
37178991,"Serpentine supravenous hyperpigmentation"
37178936,"Skin laser therapy"
37178937,"Skin resurfacing"
37178591,"Sleep apnoea device implant"
37178835,"Speech latency"
37178372,"Spinal cord hypoxia"
37178929,"Spinal stabilisation"
37178327,"Spondylocostal dysostosis"
37179039,"Sporothrix test"
37179040,"Sporothrix test positive"
37178378,"Status dystonicus"
37179019,"Stenotrophomonas test"
37178731,"Sternectomy"
37179130,"STING-associated vasculopathy with onset in infancy"
37179050,"Stoma site mucocutaneous separation"
42889682,"Stress echocardiogram normal"
37179304,"Structural brain disorder"
37178924,"Subependymal cyst"
37177727,"Subungual abscess"
37178473,"Sun's procedure"
37178689,"Superoxide dismutase activity increased"
37179269,"Syndrome Z"
37178858,"Tear film instability"
37178566,"Temporal pulse increased"
37179187,"Temporomandibular joint ankylosis"
37178323,"Testosterone deficiency syndrome"
37179017,"Thrombomodulin"
37179029,"Tongue base mucosectomy"
37179257,"Tongue erosion"
37178590,"Tooth concrescence"
37178624,"Tooth fusion"
37178580,"Tooth gemination"
37179244,"Trabecular meshwork pigmentation"
37178458,"Transferrin receptor increased"
37178944,"Transient hepatic attenuation differences"
37179219,"Transpulmonary thermodilution"
37178386,"Tricuspid valve thrombosis"
37178420,"Trigeminal anaesthesia"
37179251,"Trigger toe"
37178448,"Tumour biopsy"
37179299,"Ultrasound joint abnormal"
37179302,"Ultrasound joint normal"
37179253,"Unintended transduction of non-target tissues"
37178913,"Urinary squamous epithelial cells increased"
37178760,"Urinary tract spasm"
37178745,"Urine output fluctuation"
37179220,"Urine potassium/creatinine ratio"
37179104,"Use of error-prone abbreviation"
37177728,"Uterine cervix lymphoma"
37178377,"Uterine leiomyoma calcification"
37178375,"Uterine leiomyoma necrosis"
37178376,"Uterine leiomyoma prolapse"
37179143,"Vaginal cuff"
37179006,"Vascular access site coldness"
35326865,"Vascular access site discolouration"
37179004,"Vascular access site discomfort"
37179001,"Vascular access site fibrosis"
43010591,"Vascular access site hypoaesthesia"
37178670,"Vascular access site induration"
37179003,"Vascular access site injury"
37179173,"Vascular access site irritation"
37178999,"Vascular access site laceration"
37179172,"Vascular access site mass"
37179002,"Vascular access site pallor"
37178671,"Vascular access site reaction"
37178998,"Vascular access site scar"
37179000,"Vascular access site warmth"
37178522,"Vascular rings and slings"
37178663,"Ventricular outflow tract dredging"
37177746,"Viral vector shedding"
37178659,"Visual processing disorder"
37178472,"Vitamin test"
37179069,"Vocal cord haemorrhage"
37178544,"Whole body gamma measurement"
37178444,"WNT4 deficiency"
35329970,"Acrocephalosyndactyly"
37179262,"Adenosine deaminase 2 deficiency"
1199913,"Helicobacter test false negative"
35306285,"Lichen spinulosus"
1199969,"High-energy trauma"
37178070,"Glaucomatous optic neuropathy"
1199647,"Respiratory sinus arrhythmia magnitude"
37179068,"Femur resection"
36311922,"Electrocardiogram QT interval normal"
1199149,"Aspartate-glutamate-transporter deficiency"
42622688,"Skin graft removal"
37520944,"Anal lesion excision"
37179297,"Brainstem compression"
35606913,"Pseudophakia"
36617867,"Pharyngeal cancer recurrent"
37522039,"Anaphylaxis prophylaxis"
37520963,"Antacid therapy"
43010429,"Vocal cord bowing"
35205367,"Pericarditis meningococcal"
36316318,"Urine arsenic"
42622110,"Cancer screening"
1200232,"Iris hamartoma"
37520845,"Keratotomy"
35708710,"Ranula"
37177938,"Aortic aneurysm thrombosis"
36517040,"Extra-osseous Ewing's sarcoma metastatic"
35327492,"Prosthetic tracheal reconstruction"
37178271,"Systemic contact dermatitis"
35328311,"Pubertal disorder"
37177964,"Maxillary sinus floor augmentation"
37178653,"Ectopic atrial rhythm"
1198000,"Cheilectomy"
37179235,"Bone non-union"
45886416,"Sick cell syndrome"
37179193,"Drug dechallenge positive"
1197967,"Corneal endothelial microscopy"
37177744,"Hyperparasitaemia"
35327770,"Genital scarring"
42622842,"Progressive diaphyseal dysplasia"
1199821,"Mucoid degeneration of the anterior cruciate ligament"
37177736,"Herpes simplex virus urethritis"
36313998,"LDL/HDL ratio"
37180036,"Sexual life impairment"
35327215,"Alcoholic encephalopathy"
35305841,"5-alpha-reductase deficiency"
42622772,"Fascicular block"
37179294,"AGEP-DRESS overlap"
37178007,"Radiation hypothyroidism"
37178023,"APOL1-mediated kidney disease"
37179295,"CHANTER syndrome"
37178396,"Collagenous gastritis"
35607039,"Herpes simplex virus conjunctivitis neonatal"
35909413,"Biliary tract infection cryptosporidial"
42889900,"Anti-transglutaminase antibody negative"
37178553,"Gestational alloimmune liver disease"
36314059,"Lecithin-cholesterol acyltransferase activity decreased"
37179043,"Anterior capsule opacification"
42622414,"Supraorbital neuralgia"
45885831,"Lithotomy position"
42622798,"Jamestown Canyon encephalitis"
35104436,"Hodgkin's disease mixed cellularity refractory"
37178642,"Brain radiation necrosis"
1334867,"Desmoplastic fibroblastoma"
35305996,"Congenital fibrosarcoma"
35327967,"Catamenial pneumothorax"
35330621,"Paraphimosis"
35809345,"Renin-angiotensin system inhibition"
36313989,"Chylomicron increased"
36110927,"Neonatal mucocutaneous herpes simplex"
45885980,"Barakat syndrome"
35305457,"Cowden's disease"
37521925,"Myoplasty"
43009923,"Lymphocyte/monocyte ratio decreased"
36314346,"Vitamin B12 absorption test normal"
43011117,"Magnetic resonance imaging joint"
42889526,"Methylobacterium infection"
37177926,"Marfanoid habitus"
37179192,"Drug rechallenge positive"
36617548,"Placental polyp"
35327814,"Congenital arachnoid cyst"
35327484,"Pseudo-occlusion of internal carotid artery"
36313016,"Coagulation factor inhibitor assay"
35327100,"Subconjunctival fibrosis"
43010109,"Nasal mucosa telangiectasia"
37179179,"Chromosomal microduplication"
37420393,"Pollution"
37178413,"Inadvertent injection air bubble"
35327314,"Anaemic retinopathy"
37179363,"Decompensated hypothyroidism"
37178157,"Orocutaneous fistula"
37521630,"Pudendal block"
35707516,"Hernia gangrenous"
45885536,"Gastric variceal ligation"
37179080,"Idiopathic histaminergic angioedema"
35327567,"Gallbladder haematoma"
37178181,"Paradoxical psoriatic arthritis"
37521706,"Bladder fistula repair"
42890215,"Degeneration of uterine leiomyoma"
42622672,"Neonatal bacteraemia"
43054039,"Prostate cryoablation"
37178692,"Dopamine agonist withdrawal syndrome"
42622166,"Metabolic stroke"
42622275,"Periprostatic venous plexus dilatation"
35327620,"Supplementary motor area syndrome"
43010293,"AST to platelet ratio index increased"
43010621,"Thoracic insufficiency syndrome"
35327538,"Glycoprotein metabolism disorder"
36314975,"CSF lactate decreased"
37177789,"Factor VIII activity abnormal"
43010069,"Pancreatic pseudocyst rupture"
36312975,"Coagulation factor IX level abnormal"
37179252,"Immune-mediated myelitis"
36617313,"Queyrat erythroplasia"
45886058,"Brachiocephalic arteriosclerosis"
36316273,"Carboxyhaemoglobin"
36316123,"Antasthmatic drug level above therapeutic"
788522,"Ex-alcohol user"
37178938,"Anastomotic obstruction"
37178263,"Bronchial stent insertion"
36314716,"Hepatitis viral test"
36315597,"Creatinine renal clearance normal"
1200052,"Oesophageal polypectomy"
36110956,"Urethral papilloma"
35328051,"Mesangiolipidosis"
43562765,"Instillation site urticaria"
43010030,"Drug metabolite level"
1200348,"McLeod neuroacanthocytosis syndrome"
788699,"Pancreatic contusion"
46276685,"Renal cyst aspiration"
45886101,"Gomori methenamine silver stain"
42622888,"Iris tear"
37521301,"Excision of palatal lesion"
37178204,"Autoimmune cerebellar ataxia"
37178675,"Immune-mediated optic neuritis"
36211155,"Arsenical keratosis"
37178259,"Concomitant drug effect decreased"
36313367,"Lymphoblast morphology abnormal"
37177707,"Demodex blepharitis"
37178308,"Alkalinuria"
35327706,"Purines abnormal"
37178918,"Dyskalaemia"
35506528,"Diabetic ophthalmoplegia"
42622883,"Infected metastasis"
35306164,"Oculocerebrorenal syndrome"
36314243,"Blood pyruvic acid abnormal"
37520668,"Tophus removal operation"
37178242,"Paradoxical skin reaction"
35104889,"Chediak-Higashi syndrome"
36361136,"KL-6"
35327879,"Cervicogenic dysphagia"
1198253,"Laryngoplasty"
42622154,"Tumour response assessment"
42889581,"Postimplantation syndrome"
43009416,"Prothrombin index"
37521023,"Mucositis management"
42888970,"Cardiac haemolytic anaemia"
1334751,"Phototherapeutic keratectomy"
1334712,"Vaginal ring placement"
37179460,"Immune-mediated vasculitis"
37179969,"Peripheral vascular haematoma"
35327764,"Atrial escape rhythm"
42622080,"Percutaneous epidural neuroplasty"
35306003,"Lowry-Wood syndrome"
35327512,"Uterine diverticulum"
37177739,"Campylobacter bacteraemia"
43010695,"Dacryocystocoele"
37179159,"Cutibacterium test positive"
43009379,"Congenital hypogonadotropic hypogonadism"
35328114,"Acute necrotising myelitis"
35328367,"Cytokeratin 19"
42889042,"Mevalonic aciduria"
42622360,"Oncological evaluation"
37178282,"Monoclonal immunoglobulin"
43009722,"DNMT3A gene mutation"
35809051,"Metal fume fever"
37520771,"Atrial switch operation"
37179830,"Tethered oral tissue"
43010778,"Apolipoprotein E e4 gene carrier"
35306028,"Schimke immunoosseous dysplasia"
43009858,"Genitourinary syndrome of menopause"
37178554,"Benign macrocrania of infancy"
37179759,"Autologous blood patching"
36315214,"Biopsy cornea"
37177738,"Infective exacerbation of asthma"
37522024,"Tetanus immunisation"
37178471,"Erosive pustular dermatosis"
35205098,"Parachute mitral valve"
43009273,"Puncture site pruritus"
42622516,"Positional therapy"
43010184,"Immobilisation bandage"
43010641,"CDKL5 deficiency disorder"
1199329,"Brunner syndrome"
37179978,"White blood cells urine abnormal"
42622685,"Bauhin's valve syndrome"
35327635,"Oral appliance application"
36315359,"Rectal examination"
37177720,"Arthritis-dermatitis syndrome"
37178079,"Anisomelia"
37420436,"Overprotective parent"
42622417,"Congenital alopecia"
35104334,"Neonatal leukaemia"
37178501,"Bile acids"
37177853,"Contrast echocardiogram"
37179402,"Pedal pulse increased"
35328194,"Thyroid neoplasm removal"
42622786,"Aggregatibacter infection"
37178910,"Hypnic headache"
35327245,"Paracusis"
1198244,"Stockholm syndrome"
42622543,"T-cell lymphoma unclassifiable"
35123232,"Indolent systemic mastocytosis"
36255918,"Dialysis induced hypertension"
35327669,"Occipitocervical fusion"
42622845,"Condom catheter placement"
1198377,"Kniest dysplasia"
35104706,"Heinz bodies"
37179211,"Poor school attendance"
1198578,"11-deoxycorticosterone increased"
37179125,"Heart-type fatty acid-binding protein increased"
37179350,"Vascular access device culture negative"
35306026,"Pachydermoperiostosis"
37521112,"Serial transverse enteroplasty"
37179400,"Parietal lobe stroke"
36774367,"Middle cerebral artery stroke"
37520802,"Progestin therapy"
35306236,"Congenital perforated nasal septum"
37180006,"Sapovirus infection"
37179847,"Follicular lymphoma recurrent"
37179788,"Gastric stent removal"
43009352,"HER2 mutant non-small cell lung cancer"
37179845,"Follicular lymphoma refractory"
36517035,"Epithelioid sarcoma recurrent"
37179868,"Bile acids decreased"
788165,"Genital ulcer syndrome"
35327285,"Photosensitive seizure"
37180049,"Periorbital injury"
43010995,"Sarcopenic obesity"
43010280,"Acquired ATTR amyloidosis"
36211381,"Traumatic torticollis"
36617719,"Male reproductive tract neoplasm"
36312396,"Human placental lactogen increased"
35327346,"Molybdenum deficiency"
35808945,"Infusion site photosensitivity reaction"
42622911,"Vocal fold immobility"
35205013,"Malignant hypertensive heart disease"
37179330,"Global longitudinal strain"
35327912,"Corneal epithelial downgrowth"
37180147,"Cancer cells present"
37178013,"Benign pancreatic hyperenzymaemia"
35327887,"Immune effector cell encephalopathy score"
37521424,"Sympathetic nerve destruction"
37179329,"Global longitudinal strain abnormal"
37179401,"Occipital lobe stroke"
35633868,"Phlyctenular keratoconjunctivitis"
788576,"Perisplenitis"
42889854,"Urobilinogen urine decreased"
36110829,"Meningitis trypanosomal"
35327917,"Leclercia bacteraemia"
37179351,"Vascular access device culture positive"
1334690,"Congenital arterial occlusion"
37178699,"Exertional rhabdomyolysis"
36316035,"Aspiration tracheal abnormal"
37180058,"Tooth agenesis"
43054005,"Haemangioma embolisation"
37177898,"Pulmonary ablation"
42622410,"Vertebral end plate impression"
37179997,"Atypical migraine"
36110156,"Anicteric leptospirosis"
42889742,"Fibroblast growth factor 23"
37179770,"Mediastinal lymphadenectomy"
35328100,"Hypervitaminosis B6"
37179361,"Tuberculoma"
43010779,"Omentoplasty"
37179458,"HER2 positive endometrial cancer"
42890088,"Stomatococcus test positive"
37179723,"Tooth whitening"
37179913,"Immune effector cell-associated HLH-like syndrome"
37180040,"Stenotrophomonas maltophilia pneumonia"
1334623,"Hypokinetic dysarthria"
37179438,"Monocular vision"
35708571,"Oral mucosa atrophy"
43009742,"Uterine cervix canal atresia"
35305483,"XYY syndrome"
36313395,"Mitogen stimulation test abnormal"
35506758,"Parathyroid gland abscess"
1199045,"Continuous glucose monitoring"
42622438,"Atrial standstill"
37179975,"Optic nerve sheath meningioma"
35306299,"Xeroderma pigmentosum"
35104801,"Splenic infection viral"
42622302,"Next-generation sequencing"
37180148,"Cancer screening abnormal"
788726,"Tympanomastoidectomy"
37177801,"PCDH19 gene-related epilepsy"
37180174,"Dosage not adjusted"
36313524,"ALANINE AMINOTRANSFERASE INCREASED"
36313534,"ASPARTATE AMINOTRANSFERASE INCREASED"
36313544,"BILIRUBIN CONJUGATED INCREASED"
36312568,"BLOOD ALKALINE PHOSPHATASE INCREASED"
36313594,"LIVER FUNCTION TEST ABNORMAL"
35205139,"Trisomy 17"
36718180,"DISTURBANCE IN ATTENTION"
35809086,"FEELING HOT"
35809134,"HYPERHIDROSIS"
36211496,"OVERDOSE"
36718321,"SOMNOLENCE"
36110534,"ABSCESS"
35204966,"CARDIAC ARREST"
36718609,"CEREBRAL ATROPHY"
36009768,"DERMATITIS ATOPIC"
36316186,"DRUG LEVEL INCREASED"
36009769,"ECZEMA HERPETICUM"
36416599,"HYPERNATRAEMIA"
36718272,"HYPERREFLEXIA"
35809041,"HYPOTHERMIA"
35809139,"IRRITABILITY"
36211594,"MEDICAL DEVICE COMPLICATION"
36718364,"NEUROLOGICAL SYMPTOM"
36110199,"PSEUDOMONAL SEPSIS"
36110642,"SEPSIS"
42889401,"Device component issue"
36718353,"CRYING"
36918942,"DEPRESSION"
36110229,"STAPHYLOCOCCAL INFECTION"
35809071,"NO ADVERSE EVENT"
36918858,"ANXIETY"
36919045,"EMOTIONAL DISORDER"
36718555,"INSOMNIA"
36919235,"SUICIDAL IDEATION"
36818833,"PREGNANCY"
35809320,"ADVERSE EVENT"
37521612,"ABORTION INDUCED"
36110026,"CELLULITIS"
35809327,"DRUG INEFFECTIVE"
36516812,"ARTHRALGIA"
35809072,"ASTHENIA"
37520600,"BONE DEBRIDEMENT"
36516728,"BONE DISORDER"
36918948,"DECREASED INTEREST"
35809131,"GENERAL PHYSICAL HEALTH DETERIORATION"
36516749,"OSTEONECROSIS"
35809243,"PAIN"
37520619,"SEQUESTRECTOMY"
37521200,"TOOTH EXTRACTION"
36718588,"Nerve root lesion"
36110335,"Candidiasis"
36617162,"BREAST CANCER"
37219937,"ASPIRATION"
37220014,"EPISTAXIS"
35204976,"SUDDEN DEATH"
37420552,"DRUG ABUSER"
36919128,"DRUG DEPENDENCE"
35809331,"DRUG TOLERANCE"
35809369,"DRUG WITHDRAWAL SYNDROME"
36211183,"POISONING"
35707688,"Gingival infection"
35104103,"BONE MARROW FAILURE"
36313444,"NEUTROPHIL MORPHOLOGY ABNORMAL"
35104883,"NEUTROPENIA"
36313430,"NEUTROPHIL PELGER-HUET ANOMALY PRESENT"
36312825,"Biopsy tongue abnormal"
36211499,"ANAESTHETIC COMPLICATION"
36314073,"BLOOD TRIGLYCERIDES INCREASED"
36311824,"EJECTION FRACTION DECREASED"
42890354,"HYPOXIC-ISCHAEMIC ENCEPHALOPATHY"
37019318,"RENAL FAILURE"
36516888,"RHABDOMYOLYSIS"
35205348,"VENTRICULAR HYPERTROPHY"
35205349,"VENTRICULAR HYPOKINESIA"
35204985,"VENTRICULAR TACHYCARDIA"
35104077,"ANAEMIA NEONATAL"
36314835,"BIOPSY MUSCLE ABNORMAL"
37521618,"CAESAREAN SECTION"
35306050,"CONGENITAL CENTRAL NERVOUS SYSTEM ANOMALY"
35104705,"ERYTHROPOIESIS ABNORMAL"
35607272,"EYE MOVEMENT DISORDER"
36416481,"HYPERLACTACIDAEMIA"
36516866,"HYPOTONIA NEONATAL"
36314064,"LIPIDS INCREASED"
42889640,"MATERNAL EXPOSURE DURING PREGNANCY"
35305523,"MITOCHONDRIAL DNA DELETION"
36718339,"NEURODEGENERATIVE DISORDER"
36718341,"PSYCHOMOTOR SKILLS IMPAIRED"
37219898,"TACHYPNOEA"
35607485,"VISUAL IMPAIRMENT"
35406343,"Auricular perichondritis"
35305435,"Vascular anomaly"
35809084,"FEELING COLD"
36718362,"MYOCLONUS"
36110474,"Breast infection"
36110419,"Pneumocystis jiroveci pneumonia"
35708072,"Ileitis"
35104327,"Leukaemic infiltration brain"
36110319,"Aspergillosis"
36110243,"ALPHA HAEMOLYTIC STREPTOCOCCAL INFECTION"
36516762,"BONE SWELLING"
37521188,"DENTAL IMPLANTATION"
37521192,"ENDODONTIC PROCEDURE"
35809380,"EXCESSIVE GRANULATION TISSUE"
35809381,"IMPAIRED HEALING"
36516742,"JAW DISORDER"
35707639,"LOOSE TOOTH"
35707814,"ORAL CAVITY FISTULA"
36416548,"OSTEOLYSIS"
37522237,"POST PROCEDURAL DRAINAGE"
36516755,"PRIMARY SEQUESTRUM"
35809163,"PURULENT DISCHARGE"
37320136,"SWELLING FACE"
37522278,"THERAPEUTIC PROCEDURE"
35707649,"TOOTH DISORDER"
35707652,"TOOTH IMPACTED"
35707632,"TOOTH INFECTION"
35707660,"TOOTHACHE"
37320268,"ALOPECIA"
35808800,"APPLICATION SITE ERYTHEMA"
35808832,"APPLICATION SITE WARMTH"
35809323,"DRUG EFFECT DECREASED"
37320109,"DRY SKIN"
35104618,"MYCOSIS FUNGOIDES"
37320197,"PRURITUS"
37320096,"SKIN ATROPHY"
37320330,"Campbell de Morgan spots"
36919035,"HYPOMANIA"
36211368,"BACK INJURY"
36211369,"BREAST INJURY"
35809115,"CONDITION AGGRAVATED"
36211297,"FALL"
36516836,"FIBROMYALGIA"
36718395,"HYPOAESTHESIA"
36718317,"LOSS OF CONSCIOUSNESS"
36516848,"MUSCLE SPASMS"
37622500,"Venous lake"
35607489,"Scotoma"
42890502,"Os trigonum syndrome"
37320158,"ERYTHEMA"
35104738,"LYMPH NODE PAIN"
35104746,"LYMPHADENOPATHY"
35708567,"ORAL DISORDER"
35809166,"SWELLING"
36211710,"WOUND DEHISCENCE"
36312793,"Biopsy gingival"
37119607,"BENIGN PROSTATIC HYPERPLASIA"
35205037,"SYNCOPE"
42889376,"DEVICE EXPULSION"
35607106,"ENDOPHTHALMITIS"
35607021,"HYPOPYON"
35607035,"Conjunctivitis infective"
36918947,"ANHEDONIA"
36516951,"BACK PAIN"
36314856,"BONE DENSITY DECREASED"
36311887,"CATHETERISATION CARDIAC"
35707593,"COLON ADENOMA"
37521046,"COLON POLYPECTOMY"
37522316,"CORONARY ANGIOPLASTY"
37522317,"CORONARY ARTERIAL STENT INSERTION"
37522140,"DEBRIDEMENT"
35809117,"DEFORMITY"
35708093,"DIARRHOEA"
35707692,"DIVERTICULUM"
35708171,"DYSPHAGIA"
36919046,"EMOTIONAL DISTRESS"
35708314,"EROSIVE OESOPHAGITIS"
36516986,"FISTULA"
35809104,"GAIT DISTURBANCE"
35708106,"GASTROOESOPHAGEAL REFLUX DISEASE"
35707682,"GINGIVAL RECESSION"
35708632,"GINGIVAL SWELLING"
35708360,"HAEMORRHOIDS"
35707535,"HIATUS HERNIA"
36211303,"INJURY"
36617297,"METASTATIC NEOPLASM"
36718141,"MIGRAINE"
35809207,"MUCOSAL INFLAMMATION"
36516956,"MUSCULOSKELETAL DISCOMFORT"
37521235,"ORAL SURGERY"
35708626,"OROPHARYNGEAL BLISTERING"
36110466,"OSTEOMYELITIS"
42890501,"OSTEONECROSIS OF JAW"
36718379,"PARAESTHESIA"
37420543,"PHYSICAL DISABILITY"
37019401,"POLLAKIURIA"
35809215,"POLYP"
36211679,"POST PROCEDURAL FISTULA"
36516827,"SPINAL OSTEOARTHRITIS"
36517123,"SYNOVIAL CYST"
35708737,"TONGUE DISORDER"
36211535,"VASCULAR GRAFT OCCLUSION"
36211657,"Graft dysfunction"
37521598,"Artificial insemination by donor"
37420495,"ALCOHOL USE"
35909604,"ALCOHOLIC LIVER DISEASE"
36313221,"HAEMATOCRIT DECREASED"
35506639,"HYPOGLYCAEMIC COMA"
36416487,"METABOLIC ACIDOSIS"
35104286,"Anaemia haemolytic autoimmune"
36516734,"BONE LESION"
36313903,"COMPUTERISED TOMOGRAM ABNORMAL"
35809225,"OEDEMA"
36516765,"PAIN IN JAW"
36110683,"SOFT TISSUE INFECTION"
35104074,"ANAEMIA"
35205064,"AORTIC VALVE INCOMPETENCE"
36517122,"BURSITIS"
35205272,"CARDIOMYOPATHY"
36718036,"CAROTID ARTERY DISEASE"
36718326,"CENTRAL NERVOUS SYSTEM LESION"
35205184,"CHEST DISCOMFORT"
36416514,"DECREASED APPETITE"
36110540,"DEVICE RELATED INFECTION"
35205025,"DIZZINESS"
36416641,"DYSLIPIDAEMIA"
35205038,"DYSPNOEA"
36311946,"ELECTROCARDIOGRAM ABNORMAL"
35506797,"HYPOTHYROIDISM"
36517076,"METASTASES TO BONE"
35205094,"MITRAL VALVE INCOMPETENCE"
36516958,"NECK PAIN"
36516746,"OSTEITIS"
36516824,"OSTEOARTHRITIS"
36516751,"OSTEOSCLEROSIS"
36516959,"PAIN IN EXTREMITY"
35205034,"PALPITATIONS"
35205258,"PULMONARY CONGESTION"
37219944,"PULMONARY MASS"
36516930,"SCOLIOSIS"
35104691,"THROMBOCYTOPENIA"
35506811,"THYROID NEOPLASM"
35707691,"TOOTH LOSS"
35205113,"TRICUSPID VALVE INCOMPETENCE"
35708208,"VOMITING"
37219861,"Hydropneumothorax"
35607128,"Herpes zoster ophthalmic"
35708053,"Gastritis atrophic"
35809310,"DRUG INTERACTION"
36416600,"HYPONATRAEMIA"
35809077,"LETHARGY"
35104834,"EOSINOPHILIC OESOPHAGITIS"
36311923,"ELECTROCARDIOGRAM QT PROLONGED"
36516863,"HYPERTONIA"
35506690,"INAPPROPRIATE ANTIDIURETIC HORMONE SECRETION"
36110922,"HUMAN HERPESVIRUS 6 INFECTION"
35305934,"Hip dysplasia"
36009756,"ANAPHYLACTIC REACTION"
35606983,"ANGLE CLOSURE GLAUCOMA"
35607326,"CHOROIDAL EFFUSION"
35607050,"CORNEAL OEDEMA"
35606817,"FLAT ANTERIOR CHAMBER OF EYE"
35607307,"PUPIL FIXED"
35607450,"VISUAL ACUITY REDUCED"
35607492,"VISUAL FIELD DEFECT"
36918929,"Mixed receptive-expressive language disorder"
35104311,"Elliptocytosis hereditary"
35305699,"Congenital oesophageal web"
36110023,"BREAST CELLULITIS"
36110918,"HERPES ZOSTER"
36718207,"HYPOKINESIA"
36416608,"HYPOVOLAEMIA"
36110597,"PNEUMONIA"
37019319,"RENAL FAILURE ACUTE"
36315754,"URINE OUTPUT DECREASED"
35707625,"DENTAL CARIES"
