indication,indication_concept_id
HYPERFIBRINOGENAEMIA,42888948
VESTIBULAR ATAXIA,35406395
ANTIMICROBIAL SUSCEPTIBILITY TEST RESISTANT,36314486
FUNGURIA,788258
ACTINIC PRURIGO,42890389
HYPERCHROMIC ANAEMIA,35104087
LABOUR COMPLICATION,36818697
PLASMA EXCHANGE,788200
DRUG-DISEASE INTERACTION,45885683
PHOSPHOLIPIDOSIS,45885653
ADMINISTRATION SITE HYPERSENSITIVITY,45885876
CRANIOPHARYNGIOMA BENIGN,36617362
FIBRIN DECREASED,36313035
MAMMOGRAM,36315933
HEAVY MENSTRUAL BLEEDING,35327218
INFUSION SITE CELLULITIS,35808918
ENDOMETRIAL THICKENING,37182203
SADISM,36919177
TRANSITIONAL CELL CARCINOMA RECURRENT,46276793
MATERNAL EXPOSURE DURING BREAST FEEDING,1199091
CONGENITAL LARYNGEAL STRIDOR,35306226
COAGULATION FACTOR DECREASED,36313014
DIALYSIS EFFICACY TEST,42890185
PANTOTHENIC ACID DEFICIENCY,36416536
MARASMUS,36416533
ELECTROMAGNETIC INTERFERENCE,42889370
HYPERCREATININAEMIA,36416674
HYPERTELORISM OF ORBIT,35305889
MORAXELLA TEST POSITIVE,42890064
HOLLOW VISCERAL MYOPATHY,35305688
SYNOVECTOMY,37520665
EXTRAGONADAL PRIMARY GERM CELL TUMOUR MIXED,43054015
BASE EXCESS ABNORMAL,36314088
DIAPHRAGM NEOPLASM,36617876
OESOPHAGEAL MUCOSAL TEAR,788441
VIRAL VASCULITIS,36111057
SCAN PARATHYROID,36312243
ANTI B ANTIBODY,43562987
METASTASES TO OESOPHAGUS,35708464
BRAIN STEM ISCHAEMIA,36717980
PLASMINOGEN,36313062
ATOPIC KERATOCONJUNCTIVITIS,42889176
NASAL TURBINATE ABNORMALITY,37220029
GASTRIC ADENOMA,35707596
TRISOMY 12,35104376
ADMINISTRATION SITE JOINT PAIN,45886301
CYTOGENETIC ANALYSIS,36312128
CHIMERISM,35305467
OSTEOMA,36517019
DYSCHONDROSTEOSIS,42889063
DIABETIC BLINDNESS,35506524
CONGENITAL CYSTIC LUNG,35306243
XANTHELASMA,36416659
MALABSORPTION FROM INJECTION SITE,35809026
POTTER'S SYNDROME,35306166
VULVAR EROSION,37119760
MUCOCUTANEOUS ULCERATION,37320251
VIRAL TEST,36314767
LACRIMAL GLAND ENLARGEMENT,35606934
ANTI-MYELIN-ASSOCIATED GLYCOPROTEIN ASSOCIATED POLYNEUROPATHY,788566
VENTRICLE RUPTURE,35205344
MAGNETIC RESONANCE IMAGING,788883
FALLOPIAN TUBE ENLARGEMENT,45885376
THYROID FUNCTION TEST NORMAL,36312474
CONGENITAL JAW MALFORMATION,35305883
CHOANAL STENOSIS,43562909
VITREOUS DEGENERATION,35607333
DIABETIC DERMOPATHY,35506502
FULL BLOOD COUNT INCREASED,36312857
ENDOCARDIAL DISEASE,35205216
IMMUNOSUPPRESSANT DRUG LEVEL DECREASED,36316194
ECTOPIC ANTIDIURETIC HORMONE SECRETION,35506696
COSTAL CARTILAGE FRACTURE,788580
EYELID PAIN,35606967
CORONARY VASCULAR GRAFT OCCLUSION,45885905
BRENNER TUMOUR,43054047
CONGENITAL GENITAL MALFORMATION,35306215
LHERMITTE'S SIGN,36718378
IMPRISONMENT,37420482
RENIN DECREASED,36315400
OVARIAN GERM CELL CANCER STAGE III,36617621
MACULAR SCAR,35607363
OESTROGENIC EFFECT,35506564
HYPERLEUKOCYTOSIS,1200690
CEREBRAL VASCULAR OCCLUSION,46276896
INCREASED TENDENCY TO BRUISE,35104123
PULMONARY CAPILLARY HAEMANGIOMATOSIS,788266
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA RECURRENT,35104554
BLOOD LACTATE DEHYDROGENASE ABNORMAL,36312571
MINERALOCORTICOID DEFICIENCY,42889031
JC VIRUS TEST POSITIVE,36314731
ARTERIOVENOUS GRAFT THROMBOSIS,36211519
SINOATRIAL BLOCK,35204918
SALIVARY DUCT STENOSIS,35708721
INBORN ERROR OF BILIRUBIN METABOLISM,35305790
OVARIAN LOW MALIGNANT POTENTIAL TUMOUR,36617654
INJECTION SITE ABSCESS,35808960
INTERNAL INJURY,36211304
LYMPHOCYTE COUNT,36313369
CHEST WALL ABSCESS,36110619
ARTICULAR CALCIFICATION,36516792
FIBROSARCOMA METASTATIC,36517052
SECONDARY TRANSMISSION,36109982
VARICELLA VIRUS TEST,42889975
VASCULAR STENT INFECTION,788420
BROW PTOSIS,36774655
COLOSTOMY CLOSURE,37521049
ANTI-GANGLIOSIDE ANTIBODY POSITIVE,42889885
ATLANTOAXIAL INSTABILITY,36516794
RADIATION MUCOSITIS,36211442
MENINGITIS BORRELIA,36110090
PEPTIC ULCER PERFORATION,35708324
AGED PARENT,37420413
LEUKAEMIA GRANULOCYTIC,35104389
ILIOLUMBAR SYNDROME,36211256
SECONDARY CEREBELLAR DEGENERATION,45885710
PHARYNGEAL SWELLING,1334671
DIABETIC HYPEROSMOLAR COMA,35506517
HAEMOPHILIA A WITHOUT INHIBITORS,35104147
MEDULLARY CARCINOMA OF BREAST,43054197
CSF VIRUS IDENTIFIED,36314609
FLOPPY EYELID SYNDROME,42889158
CILIARY BODY DISORDER,35606882
BLADDER SPHINCTERECTOMY,37521716
T-LYMPHOCYTE COUNT DECREASED,36313467
SUPERFICIAL SPREADING MELANOMA STAGE III,36617930
DETRUSOR SPHINCTER DYSSYNERGIA,37019270
SPINAL MANIPULATION,37521540
MICROGENIA,35305897
CERVICOGENIC VERTIGO,45886223
CHEILOSIS,35708556
LABIAL TIE,46276693
MASTICATION DISORDER,35708182
PELVIC FLOOR DYSSYNERGIA,35707577
XERODERMA PIGMENTOSUM,35306299
LUPUS VASCULITIS,36009818
OVARIAN REPAIR,37521642
CELL MARKER,36313720
FRACTURE DELAYED UNION,36211066
DENTAL LOCAL ANAESTHESIA,788662
AEROMONAS INFECTION,36110002
REMOVAL OF FOREIGN BODY,37522251
SYMPTOM RECURRENCE,1199608
BLOOD BICARBONATE INCREASED,36316339
ARTHROPOD INFESTATION,36110310
CONGENITAL SPONDYLOLYSIS,35305978
PROTEIN INDUCED BY VITAMIN K ABSENCE OR ANTAGONIST II INCREASED,36315536
ATYPICAL MYCOBACTERIAL LOWER RESPIRATORY TRACT INFECTION,45885751
LYMPHOCYTE ADOPTIVE THERAPY,37521979
DIABETIC GASTROENTEROPATHY,35506509
SPONDYLOEPIPHYSEAL DYSPLASIA,35306012
GASTRIC LAVAGE ABNORMAL,36312829
GRANULICATELLA INFECTION,788488
GYNAECOLOGICAL CHLAMYDIA INFECTION,36110301
B-CELL DEPLETION THERAPY,788601
COMPUTERISED TOMOGRAM BREAST NORMAL,45885377
DNA MISMATCH REPAIR PROTEIN GENE MUTATION,788716
STAPEDECTOMY,37521280
THROMBOELASTOGRAM,45885820
VULVAL NEOPLASM,36617611
NETHERTON'S SYNDROME,35306289
BLOOD FOLATE ABNORMAL,36314320
TUMOUR MARKER ABNORMAL,46276786
ANAL CANCER STAGE II,35708405
INTESTINAL DILATATION,35708110
ARTERIAL FIBROSIS,37622483
PERIPROSTHETIC FRACTURE,36211624
ACUTE RIGHT VENTRICULAR FAILURE,35205261
ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA REFRACTORY,35104606
UBIQUINONE,36314303
TOTAL ADRENALECTOMY,37520781
URINE PHOSPHORUS ABNORMAL,42890423
CYSTOPROSTATECTOMY,37521719
DECREASED VENTRICULAR AFTERLOAD,36311817
HYPEROSMOLAR HYPERGLYCAEMIC STATE,45885604
SEXUAL TRANSMISSION OF INFECTION,36109983
SUPERIOR LIMBIC KERATOCONJUNCTIVITIS,788605
SWELLING OF EYELID,35634026
PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA,35305533
RAPIDLY PROGRESSIVE OSTEOARTHRITIS,45885921
INTERNAL LIMITING MEMBRANE PEELING,43054165
NEURITIC PLAQUES,46276830
PSYCHOGENIC VISUAL DISORDER,45885538
CRYSTALLURIA,37019419
CEREBRAL ARTERITIS,36718040
ULTRASOUND SCAN ABNORMAL,36313945
HAEMORRHAGIC HEPATIC CYST,35909484
ANTICOAGULATION DRUG LEVEL ABNORMAL,45885375
UTERINE COMPRESSION SUTURES,788737
LEFT ATRIAL APPENDAGE OCCLUSION,45886071
HUMAN ANTI-HUMAN ANTIBODY TEST,36313840
ANTIBODY TEST,36313832
PERITONEAL CLOUDY EFFLUENT,35708655
ABORTION INCOMPLETE,36818629
POST PROCEDURAL FISTULA,36211679
EAR INFECTION STAPHYLOCOCCAL,35406313
HUMIDITY INTOLERANCE,42889439
FANCONI SYNDROME ACQUIRED,36416686
PERIPHERAL ARTERIOGRAM,45885966
RENAL CYST HAEMORRHAGE,42890187
BIRT-HOGG-DUBE SYNDROME,35306264
PELVIC FLOOR REPAIR,37521677
BRONCHIAL WALL THICKENING,37219791
ARTERIOVENOUS FISTULA SITE COMPLICATION,36211512
PORTAL VEIN EMBOLISATION,46276738
IMMUNE RECOVERY UVEITIS,788269
SERRATIA TEST POSITIVE,42890080
GASTROINTESTINAL AMYLOIDOSIS,35707761
GLYCOGEN STORAGE DISEASE TYPE V,35305799
LACTATION PUERPERAL INCREASED,36818799
NONINFECTIVE CHORIORETINITIS,45885789
KERATITIS VIRAL,35607059
PERSISTENT CORNEAL EPITHELIAL DEFECT,45886045
B-LYMPHOCYTE COUNT INCREASED,36313316
POLAND'S SYNDROME,35305948
SELECTIVE EATING DISORDER,788131
INFECTIVE AORTITIS,45885800
MAGNETIC RESONANCE IMAGING ABDOMINAL,43010165
ANAL SPHINCTEROTOMY,37520947
BLOOD ALCOHOL INCREASED,36316209
CAPSULAR WARNING SYNDROME,36718064
PLASMINOGEN ACTIVATOR INHIBITOR,36313063
CRANIAL NERVE INJURY,36211247
CEREBELLAR ATROPHY,36718608
TESTICULAR CHORIOCARCINOMA STAGE III,36617728
LYMPH NODE PALPABLE,36315317
JC VIRUS INFECTION,36110976
FIBROUS DYSPLASIA OF JAW,42889062
HIV LIPODYSTROPHY,788732
URETERIC STENOSIS,37019372
GIANT CELL TUMOUR OF TENDON SHEATH,36517111
TONGUE CARCINOMA STAGE I,35708505
PRODUCT SELECTION ERROR,46276844
HYPEREXPLEXIA,35306113
PACEMAKER GENERATED ARRHYTHMIA,35204942
EOSINOPHILIC COLITIS,35104830
NECK CRUSHING,36211377
CHOLANGIOSARCOMA,788460
MANIC SYMPTOM,43010005
SMITH-LEMLI-OPITZ SYNDROME,788668
ADJUSTMENT DISORDER WITH MIXED DISTURBANCE OF EMOTION AND CONDUCT,36918851
ALLESCHERIOSIS,36110317
MENINGITIS TOXOPLASMAL,36110818
FAILED IN VITRO FERTILISATION,46276836
SHRINKING LUNG SYNDROME,36009822
GASTROINTESTINAL LYMPHOMA,35124475
ACUTE MONOCYTIC LEUKAEMIA (IN REMISSION),35104350
PULMONARY RENAL SYNDROME,36009811
ALLERGY TO IMMUNOGLOBULIN THERAPY,43562923
MEVALONATE KINASE DEFICIENCY,42889058
PHARYNGEAL NEOPLASM BENIGN,36617767
PSEUDOSARCOMA,36617312
GROUP B STREPTOCOCCUS NEONATAL SEPSIS,36110249
PERITONEAL CANDIDIASIS,35708027
DRUG LEVEL THERAPEUTIC,36316187
TUMEFACTIVE MULTIPLE SCLEROSIS,788663
ALK GENE REARRANGEMENT POSITIVE,45887350
CARDIAC PERFORATION,35204991
MUCOPOLYSACCHARIDOSIS III,35305857
HEPATIC ARTERY THROMBOSIS,35909554
BREATH SOUNDS,36315273
LEFT VENTRICULAR ENLARGEMENT,35228203
MALLORY-WEISS SYNDROME,35707852
CHOLANGIOGRAM ABNORMAL,36313489
DYSMORPHISM,35306001
TYPE I HYPERLIPIDAEMIA,35305817
TERATOMA BENIGN,36617254
PERITONEAL FLUID ANALYSIS NORMAL,36312841
PULMONARY TUBERCULOMA,36110776
CONGENITAL THROMBOCYTOPENIA,788452
NEPHRITIS ALLERGIC,36009716
FATTY LIVER ALCOHOLIC,35909609
ANTEROGRADE AMNESIA,36718173
IMMUNOGLOBULINS INCREASED,36313817
PELVIC OPERATION,46276695
RED BLOOD CELLS URINE,36315670
SECOND TRIMESTER PREGNANCY,36818834
UTERINE CARCINOMA IN SITU,36617658
BOREDOM,36919055
NORMOCYTIC ANAEMIA,35122760
VOMITING PSYCHOGENIC,35708212
CONGENITAL TRACHEOMALACIA,35306227
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA STAGE II,35104557
B-LYMPHOCYTE COUNT ABNORMAL,788678
B-LYMPHOCYTE ABNORMALITIES,35104888
GASTROENTERITIS ESCHERICHIA COLI,35707908
GASTRIC MUCOSA ERYTHEMA,42889231
PHYSICAL EXAMINATION ABNORMAL,36315349
T-CELL LYMPHOMA STAGE III,35104595
ASPARTATE AMINOTRANSFERASE,36313531
CARBOHYDRATE ANTIGEN 125 INCREASED,36313708
PRIMARY BILATERAL MACRONODULAR ADRENAL HYPERPLASIA,35327616
CULTURE URINE,36314517
AUTOLOGOUS HAEMATOPOIETIC STEM CELL TRANSPLANT,1200735
HYPERSENSITIVITY PNEUMONITIS,1334781
BLOOD VOLUME EXPANSION,1334807
OPTIC NERVE CUPPING,35607344
VASCULAR DISSECTION,42890817
BRADYCARDIA FOETAL,35204929
EAR CANAL STENOSIS,35406333
UTERINE HAEMATOMA,37119720
UPPER AIRWAY RESISTANCE SYNDROME,36718572
BLOOD POTASSIUM NORMAL,36316383
MACULAR DYSTROPHY CONGENITAL,43562705
RHINITIS ATROPHIC,37220010
TONGUE CARCINOMA STAGE IV,35708508
ESCHERICHIA VAGINITIS,36110126
MUCOSAL PAIN,45885915
NONKETOTIC HYPERGLYCINAEMIA,42889048
STRANGURY,37019403
ORAL CAVITY CANCER METASTATIC,35708488
IN VIVO GENE THERAPY,37522016
BRAIN LOBECTOMY,37521491
ALCOHOL USE DISORDER,1200291
COLONOSCOPY ABNORMAL,36312699
CANDIDA OSTEOMYELITIS,36110332
OROPHARYNGEAL BLISTERING,35708626
METASTASES TO MOUTH,35708485
DEAFNESS UNILATERAL,35406366
BOWENOID PAPULOSIS,36617193
OROPHARYNGEAL GONOCOCCAL INFECTION,35708602
PERSISTENT GENERALISED LYMPHADENOPATHY,35104771
JOINT WARMTH,36516819
TUMOUR PSEUDOPROGRESSION,788299
POSITRON EMISSION TOMOGRAM ABNORMAL,36313921
BLADDER CALCULUS REMOVAL,37521704
MENINGOMYELOCELE,35306061
CIRCULATORY FAILURE NEONATAL,36818732
EXPOSURE VIA SKIN CONTACT,42892203
SPEECH SOUND DISORDER,788431
PICA,36416537
REACTIVE ATTACHMENT DISORDER,37178221
MACROCEPHALY,35305964
SHARED PSYCHOTIC DISORDER,36919153
REGRESSIVE BEHAVIOUR,36919100
SUBCHORIONIC HAEMORRHAGE,42890555
IRLEN SYNDROME,45885719
MIXED DELUSION,45885612
BLINDNESS TRANSIENT,35607445
SOMATIC HALLUCINATION,36918995
SYSTEMIC VIRAL INFECTION,788623
BORRELIA TEST POSITIVE,42890023
VISCERAL VENOUS THROMBOSIS,788448
VITH NERVE PARALYSIS,35607297
LARGE CELL LUNG CANCER STAGE III,36617819
CYTOMEGALOVIRUS GASTROINTESTINAL INFECTION,35707949
TRAUMATIC AMPUTATION,36211318
CREPITATIONS,35809116
NODAL MARGINAL ZONE B-CELL LYMPHOMA RECURRENT,35104540
EXAGGERATED STARTLE RESPONSE,36718356
CARCINOID TUMOUR OF THE DUODENUM,35506713
VULVOVAGINAL ADHESION,37119762
HERPES ZOSTER MENINGOMYELITIS,43562968
SUBCLAVIAN VEIN STENOSIS,46276667
ANTI FACTOR V ANTIBODY POSITIVE,36312927
TONGUE CARCINOMA STAGE II,35708506
PERIPHLEBITIS,37622539
DEVICE RELATED BACTERAEMIA,43010194
OVARIAN LESION EXCISION,37521640
LUDWIG ANGINA,35708590
HYPOSMIA,36718091
BREAST INJURY,36211369
PHLEBITIS INFECTIVE,36110746
CAROTID ANGIOPLASTY,42890804
THYROID STIMULATING HORMONE DEFICIENCY,788667
SPINAL SHOCK,36211410
THERAPEUTIC ASPIRATION,37522275
ANGIOCENTRIC GLIOMA,43054030
HEART VALVE CALCIFICATION,35205082
INBORN ERROR OF LIPID METABOLISM,42889050
NEUROPATHY VITAMIN B6 DEFICIENCY,36416717
IMMOBILISATION SYNDROME,43010481
UTERINE STENOSIS,37119725
CORTISOL INCREASED,36357123
URINARY SEDIMENT ABNORMAL,36315691
PULMONARY ENDARTERECTOMY,43054004
HAND AMPUTATION,37520679
SOFT TISSUE NECROSIS,36516995
STRESS POLYCYTHAEMIA,35104699
CHLORACNE,36211142
VENTRICULAR DYSKINESIA,35205346
LIVEDO RETICULARIS,37320338
PYELOCYSTITIS,36110721
ANGIOCARDIOGRAM,1199965
MALIGNANT NEOPLASM OF ORBIT,35607257
BRONCHOPLEURAL FISTULA,37219852
TRANSDERMAL CONTRACEPTION,37521575
INADEQUATE ANALGESIA,36211504
EPINEPHRINE INCREASED,36312214
X-RAY GASTROINTESTINAL TRACT NORMAL,36312763
CORONARY ARTERY STENT REMOVAL,42890808
ACRAL LENTIGINOUS MELANOMA STAGE II,36617910
LEGIONELLA TEST,42890059
YERSINIA INFECTION,36110296
SPINAL EPIDURAL HAEMATOMA,43562712
EMBOLIC PNEUMONIA,36110586
PSEUDOVASCULITIS,36009910
OESOPHAGRAM,36312736
MAGIC SYNDROME,788172
COMPUTERISED TOMOGRAM KIDNEY NORMAL,42890230
SYNOVIAL RUPTURE,36211095
WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,46276591
RIGID HYMEN,37119737
DYSBIOSIS,1334831
POROCARCINOMA,36617943
IMMINENT ABORTION,36818642
CEREBELLAR HAEMATOMA,36717990
ANTIMITOCHONDRIAL ANTIBODY,36313649
GASTROINTESTINAL STOMA OUTPUT ABNORMAL,43562954
SUTURE RUPTURE,36211704
EPINEPHRINE ABNORMAL,36312212
ACUTE MOTOR AXONAL NEUROPATHY,46276630
HYPERTROPHIC OSTEOARTHROPATHY,36516740
TENDON DISCOMFORT,45885668
NODULAR LYMPHOCYTE PREDOMINANT HODGKIN LYMPHOMA,1198739
OPISTHORCHIASIS,35707970
NODULAR REGENERATIVE HYPERPLASIA,35909530
HIV-ASSOCIATED NEUROCOGNITIVE DISORDER,788187
ANTIPSYCHOTIC DRUG LEVEL INCREASED,36316153
SPONTANEOUS CEREBROSPINAL FLUID LEAK SYNDROME,43054132
CARDIAC PROCEDURE COMPLICATION,35204992
HAEMORRHAGIC FEVER,36111026
GASTRIC ULCER SURGERY,37520975
ENDOMETRIOSIS ABLATION,37521653
DIASTASIS RECTI ABDOMINIS,43053791
AMYLASE DECREASED,42889800
PRODUCT RECONSTITUTION QUALITY ISSUE,1200310
FEV1/FVC RATIO,45886369
CENTRAL NERVOUS SYSTEM VIRAL INFECTION,36111018
RENAL TUBULAR DYSFUNCTION,37080697
GENITAL INFECTION VIRAL,36111025
NON-HODGKIN'S LYMPHOMA UNSPECIFIED HISTOLOGY AGGRESSIVE RECURRENT,35104654
COMPUTERISED TOMOGRAM NORMAL,36313904
AVULSION FRACTURE,36211059
CONJUNCTIVAL IRRITATION,35607028
DIEULAFOY'S VASCULAR MALFORMATION,35708336
CHA2DS2-VASC ANNUAL STROKE RISK LOW,46276749
CONGENITAL CORONARY ARTERY MALFORMATION,35305398
PREMATURE OVULATION,36211722
LEUKAEMIA CUTIS,35104324
ACNE INFANTILE,37320262
STAPHYLOCOCCAL MEDIASTINITIS,36110230
SUBRETINAL FIBROSIS,35607382
N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY,42889047
ANTI FACTOR VIII ANTIBODY POSITIVE,36312930
BLOOD ALKALINE PHOSPHATASE,36312565
CEREBRAL AMYLOID ANGIOPATHY,36009861
MEAN ARTERIAL PRESSURE INCREASED,36312098
TRISOMY 9,42888997
OTITIS MEDIA BACTERIAL,35406431
ADRENAL GLAND INJURY,35506471
MALIGNANT OVARIAN CYST,36617643
HERPES SIMPLEX GASTRITIS,43562957
CRYOFIBRINOGENAEMIA,36009800
SUBCUTANEOUS EMPHYSEMA,36211752
GROWTH ACCELERATED,35506647
VITAMIN A,36314334
BLEPHAROCHALASIS,35606916
PRECEREBRAL ARTERY OCCLUSION,36718020
FREE FATTY ACIDS INCREASED,36314058
SIGMOIDOSCOPY ABNORMAL,36312752
STOMA SITE INFLAMMATION,36255930
AUTOIMMUNE DEMYELINATING DISEASE,45886181
LIMB AMPUTATION,42890558
BENIGN LARYNGEAL NEOPLASM,36617761
URAEMIC ENCEPHALOPATHY,36416694
EARLY ONSET FAMILIAL ALZHEIMER'S DISEASE,788124
PLATELET-DERIVED GROWTH FACTOR RECEPTOR GENE MUTATION,45886177
UNINTENDED PREGNANCY,36818844
INTRACRANIAL MASS,788378
PULMONARY CAVITATION,37219843
PARKINSONIAN CRISIS,36718257
SERTOLI-CELL-ONLY SYNDROME,35306209
CEREBELLAR TUMOUR,36617414
VASCULAR ACCESS SITE INFECTION,788371
PERI-IMPLANTITIS,1200542
METABOLIC CARDIOMYOPATHY,42889012
PUNCTURE SITE HAEMORRHAGE,35808768
LOEFFLER'S SYNDROME,35104845
COAGULATION TIME NORMAL,36313023
BIOPTIC EYE SURGERY,788681
HERPES ZOSTER NECROTISING RETINOPATHY,43562970
CONCOMITANT DISEASE PROGRESSION,35809114
ICHTHYOSIS ACQUIRED,37320085
ENDOCARDITIS NONINFECTIVE,35205227
BRACHYTHERAPY TO VAGINA,37521671
HIV INFECTION CDC GROUP IV SUBGROUP D,36009933
INTRA-ABDOMINAL FLUID COLLECTION,788703
PHAKOMATOSIS,35305513
BACTEROIDES TEST POSITIVE,42890015
MEDICAL DEVICE SITE INFLAMMATION,45886125
ACTION TREMOR,42890386
NEURECTOMY,37521467
TONGUE GEOGRAPHIC,35708739
SOLID ORGAN TRANSPLANT REJECTION,1199887
SERTOLI CELL TESTICULAR TUMOUR,43054079
VICTIM OF CHEMICAL SUBMISSION,42890478
AUTOIMMUNE THYROID DISORDER,1199875
DIALYSIS DISEQUILIBRIUM SYNDROME,35708198
VESSEL PUNCTURE SITE PAIN,35808781
BOUTONNEUSE FEVER,36110840
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA STAGE III,35104558
FALLOPIAN TUBE CYST,36617546
TRANSIENT HYPOTHYROXINAEMIA OF PREMATURITY,45886270
CONGENITAL NEUROLOGICAL DISORDER,35306105
SYNOVIAL FLUID CRYSTAL PRESENT,36314843
ANNULOPLASTY,788220
JAPANESE SPOTTED FEVER,42889600
RESPIROVIRUS TEST POSITIVE,42889968
WOLF-HIRSCHHORN SYNDROME,35305466
CYSTIC FIBROSIS GASTROINTESTINAL DISEASE,1199146
ENCEPHALOMALACIA,36718615
CYTOMEGALOVIRUS GASTROINTESTINAL ULCER,45886149
TRACHEOBRONCHIAL STENT INSERTION,37521852
END STAGE AIDS,36009927
EXTRADURAL HAEMATOMA,36211218
SWEAT GLAND TUMOUR,36617207
TRACHEAL MASS,37220069
TRACHEOBRONCHEOPATHIA OSTEOCLASTICA,37220075
ALLERGIC REACTION TO EXCIPIENT,1199153
VULVAL CANCER RECURRENT,36617671
PULMONARY NECROSIS,37219847
MICROBIOLOGY TEST ABNORMAL,36314524
TROPICAL INFECTIOUS DISEASE,42889532
ALIEN LIMB SYNDROME,42890380
BLADDER MASS,37019245
HERPES SIMPLEX MENINGOMYELITIS,43562967
METASTATIC GLUCAGONOMA,45885961
5-HYDROXYINDOLACETIC ACID IN URINE INCREASED,36314220
THROMBIN TIME ABNORMAL,36313101
PURTSCHER RETINOPATHY,45885916
TILTED DISC SYNDROME,1197962
CHOROIDAL EFFUSION,35607326
APOLIPOPROTEIN INCREASED,36314048
EXCESSIVE DYNAMIC AIRWAY COLLAPSE,1198778
BENIGN GASTRIC NEOPLASM,35707586
HAEMOPHILIA B WITHOUT INHIBITORS,35104149
INCOMPLETE SPINAL FUSION,45885580
BASOSQUAMOUS CARCINOMA OF SKIN,36617935
EPSTEIN-BARR VIRUS INFECTION REACTIVATION,36150034
BLOOD GLUCAGON INCREASED,36312265
HEPATOBILIARY NEOPLASM,35909636
HYPOTENSIVE ANAESTHESIA PROCEDURE,37521954
MAGNETIC RESONANCE IMAGING BRAIN,43010871
RHINOCEREBRAL MUCORMYCOSIS,46276935
COAGULATION FACTOR V LEVEL DECREASED,36312981
FLUID INTAKE RESTRICTION,37522002
LEFT ATRIAL ENLARGEMENT,35228208
IMMUNE-MEDIATED ADVERSE REACTION,788376
APPLICATION SITE VESICLES,35808831
MEDIASTINOSCOPY,36316097
FASCIAL OPERATION,37521910
LEPTOMENINGEAL MYELOMATOSIS,788542
OESOPHAGEAL CARCINOMA STAGE 0,35708521
THERAPEUTIC RESPONSE SHORTENED,788670
HODGKIN'S DISEASE MIXED CELLULARITY REFRACTORY,35104436
SEVERE ASTHMA WITH FUNGAL SENSITISATION,788164
PROTHROMBIN TIME SHORTENED,36313096
IMMUNOSUPPRESSANT DRUG LEVEL INCREASED,36316195
CARTILAGE GRAFT,37521901
TRYPTASE INCREASED,36313864
ADRENAL GLAND OPERATION,37520778
CHRONIC LYMPHOCYTIC LEUKAEMIA STAGE 0,35104368
FOOD CONTAMINATION,45885647
INTESTINAL ANASTOMOSIS,37521014
VOCAL CORD DYSFUNCTION,37283131
PSEUDOPAPILLOEDEMA,35607346
CYTOKINE ABNORMAL,788248
SCOPULARIOPSIS INFECTION,1199714
BANKRUPTCY,37420361
MAGNETIC RESONANCE IMAGING SPINAL,43009753
GROWTH DISORDER,1335262
NASAL INJURY,788696
PHYTOSTEROLAEMIA,35305815
NUT MIDLINE CARCINOMA,788544
PITYRIASIS ALBA,37320183
HYPERTENSIVE ANGIOPATHY,37622526
BACTERIAL VULVOVAGINITIS,1197925
PERICARDIAL EFFUSION MALIGNANT,35205389
BURKITT'S LYMPHOMA REFRACTORY,35104485
CYTOGENETIC ANALYSIS ABNORMAL,36312129
MAGNETIC RESONANCE IMAGING HEPATOBILIARY,35327854
ACQUIRED CLAW TOE,36516889
PALATECTOMY,37521304
UVEITIC GLAUCOMA,42889166
IRREGULAR SLEEP PHASE,36718561
LIP AND/OR ORAL CAVITY CANCER STAGE II,35708480
FOETAL ANTICONVULSANT SYNDROME,35305488
CORNEAL THICKENING,42889151
MAXILLOFACIAL OPERATION,37521225
EMPHYSEMATOUS CYSTITIS,36110717
CORYNEBACTERIUM BACTERAEMIA,46276805
STARVATION,36416538
PORTOSPLENOMESENTERIC VENOUS THROMBOSIS,788357
PULMONARY MICROEMBOLI,37219873
TONGUE CARCINOMA STAGE III,35708507
ORGAN FAILURE,35809154
TOXOCARIASIS,35607165
NON-OBSTRUCTIVE CARDIOMYOPATHY,35205284
PSOAS SIGN,36516857
DIAPHRAGMATIC SPASM,45886367
LENS DISORDER,35606970
URINARY CYSTECTOMY,42890372
DIFFUSE ALVEOLAR DAMAGE,37219814
PALATAL OPERATION,37521303
HYDROTUBATION,788584
SPINAL MENINGIOMA BENIGN,36617347
PARANEOPLASTIC ENCEPHALOMYELITIS,42890171
RENAL ARTERY ARTERIOSCLEROSIS,37019346
TISSUE INFILTRATION,1198427
LUMBOSACRAL PLEXUS INJURY,36211332
NOROVIRUS TEST POSITIVE,42889952
SEPTIC PHLEBITIS,36110647
REVERSIBLE ISCHAEMIC NEUROLOGICAL DEFICIT,36718065
CAPILLARY PERMEABILITY INCREASED,36312964
CD20 ANTIGEN POSITIVE,45886176
CHEST TUBE INSERTION,37521800
POSTERIOR LENS CAPSULOTOMY,43054164
INHIBITING ANTIBODIES POSITIVE,43562835
PRODUCT PRESCRIBING ERROR,1199223
TINEA BARBAE,36110429
